0 0.451169 	Gradual-[CGTT(wv)](None, cardinal)
0.752866 0.598055 	L-R defense/0.25(keener)
0.752909 0.554914 	[CDTT(wv)],[L-R defense/0.25(wv)]
0.752933 0.585193 	[Condorcet],[L-R defense/1.5(keener)]
0.752937 0.555805 	[Schwartz(wv)],[L-R defense/0.75(fwv)]
0.753001 0.555804 	[CDTT(wv)],[L-R defense/0.25(fwv)]
0.753098 0.586236 	[Condorcet],[Keener(0.001, +1, raw)(keener)]
0.75315 0.557818 	[MDD(sum)(wv)],[AVGEliminate-[NREM-Opt]/fd]
0.753161 0.593851 	L-R both/0.25(keener)
0.753403 0.594103 	L-R both/0.5(keener)
0.75342 0.718 	[SDom(wv)],[L-R defense/1.75(rel-margins)]
0.753454 0.556542 	[MDD(sum)(wv)],[L-R defense/0.25(rel-margins)]
0.753521 0.925628 	[SDom(wv)],[Eliminate-[Plurality]/fd]
0.753537 0.587791 	L-R defense/1.5(keener)
0.753831 0.556776 	[MDD(sum)(wv)],[Eliminate-[Borda]/fd]
0.753932 0.550076 	Ext-Minmin(fwv)
0.754066 0.550219 	Ext-Minmin(wv)
0.754083 0.550246 	[MDD(sum)(wv)],[Ext-Minmin(rel-margins)]
0.754105 0.513971 	[CGTT(wv)],[ODM(0.001)(tourn-wv)]
0.754139 0.550171 	[MDD(sum)(wv)],[Ext-Minmin(fwv)]
0.754146 0.550228 	[Smith(wv)],[Ext-Minmin(fwv)]
0.754155 0.5879 	[Condorcet],[L-R offense/2.25(keener)]
0.754211 0.5499 	[Condorcet],[Ext-Minmin(rel-margins)]
0.754267 0.549618 	[Condorcet],[Ext-Minmin(fwv)]
0.754328 0.514716 	[CDTT(wv)],[ODM(0.001)(tourn-wv)]
0.754356 0.550123 	[Smith(wv)],[Ext-Minmin(wv)]
0.754361 0.551083 	[Schwartz(wv)],[Ext-Minmin(rel-margins)]
0.754374 0.554218 	[MDD(sum)(wv)],[Eliminate-[NREM-Opt]/fd]
0.75438 0.549735 	Ext-Minmin(rel-margins)
0.754404 0.549958 	[Condorcet],[Ext-Minmin(wv)]
0.754415 0.550099 	[CDTT(wv)],[Ext-Minmin(wv)]
0.754462 0.550494 	[CDTT(wv)],[Ext-Minmin(rel-margins)]
0.754471 0.550495 	[Smith(wv)],[Ext-Minmin(rel-margins)]
0.754501 0.550469 	[CGTT(wv)],[Ext-Minmin(fwv)]
0.75452 0.514535 	[Schwartz(wv)],[ODM(0.001)(tourn-wv)]
0.754531 0.550051 	[MDD(sum)(wv)],[Ext-Minmin(wv)]
0.754593 0.978134 	AVGEliminate-[Plurality]/fd
0.754646 0.556562 	[MDD(sum)(wv)],[L-R defense/0.5(rel-margins)]
0.754647 0.59558 	L-R offense/2(keener)
0.754773 0.550571 	[CGTT(wv)],[Ext-Minmin(rel-margins)]
0.754799 0.514463 	ODM(0.001)(tourn-wv)
0.754801 0.589911 	Keener(0.001, +1, raw)(keener)
0.754809 0.514331 	[Smith(wv)],[ODM(0.001)(tourn-wv)]
0.7552 0.550316 	[CDTT(wv)],[Ext-Minmin(fwv)]
0.755208 0.550107 	[Schwartz(wv)],[Ext-Minmin(fwv)]
0.755261 0.515298 	[Condorcet],[ODM(0.001)(tourn-wv)]
0.755353 0.562652 	[MDD(sum)(wv)],[Cardinal-10]
0.7556 0.550385 	[Schwartz(wv)],[Ext-Minmin(wv)]
0.75579 0.518698 	[CGTT(wv)],[ODM(0.001)(w/tv)]
0.755799 0.560115 	[MDD(sum)(wv)],[L-R defense/2.25(keener)]
0.755879 0.538714 	[MDD(sum)(wv)],[Maximin(w/tv)]
0.755897 0.564245 	[MDD(sum)(wv)],[L-R both/0.75(rel-margins)]
0.755924 0.56411 	[MDD(sum)(wv)],[ODM-arctan(0.001)(PO)]
0.755945 0.564138 	[MDD(sum)(wv)],[L-R offense/1(PO)]
0.755956 0.564131 	[MDD(sum)(wv)],[L-R defense/0.25(PO)]
0.75596 0.564131 	[MDD(sum)(wv)],[L-R defense/0.5(PO)]
0.75596 0.564134 	[MDD(sum)(wv)],[L-R defense/0.75(PO)]
0.755961 0.564107 	[MDD(sum)(wv)],[Borda]
0.755963 0.564126 	[MDD(sum)(wv)],[L-R offense/1.25(PO)]
0.755972 0.564128 	[MDD(sum)(wv)],[L-R offense/1.5(PO)]
0.755972 0.56413 	[MDD(sum)(wv)],[L-R both/1.25(PO)]
0.755975 0.564129 	[MDD(sum)(wv)],[L-R both/1.75(PO)]
0.755976 0.564121 	[MDD(sum)(wv)],[L-R defense/1(PO)]
0.755976 0.564129 	[MDD(sum)(wv)],[L-R both/2(PO)]
0.755977 0.564095 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(rel-margins)]
0.755978 0.564063 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(PO)]
0.755983 0.564156 	[MDD(sum)(wv)],[L-R both/1(PO)]
0.755988 0.564141 	[MDD(sum)(wv)],[L-R offense/1.75(PO)]
0.755989 0.564126 	[MDD(sum)(wv)],[L-R both/1.5(PO)]
0.756117 0.596874 	L-R offense/2.25(keener)
0.756156 0.549748 	[CGTT(wv)],[Ext-Minmin(wv)]
0.756163 0.608271 	L-R offense/0.5(rel-margins)
0.756374 0.564219 	[MDD(sum)(wv)],[Keener(0.001, +1, norm)(rel-margins)]
0.756446 0.598563 	[Condorcet],[L-R offense/0.5(rel-margins)]
0.756452 0.56466 	[MDD(sum)(wv)],[L-R offense/2(PO)]
0.756479 0.564564 	[MDD(sum)(wv)],[L-R both/1(rel-margins)]
0.756495 0.564298 	[MDD(sum)(wv)],[Dodgson-Quick(PO)]
0.75656 0.519112 	[Schwartz(wv)],[ODM(0.001)(w/tv)]
0.756644 0.561485 	[MDD(sum)(wv)],[L-R defense/1.75(keener)]
0.756645 0.561321 	[MDD(sum)(wv)],[L-R offense/0.25(keener)]
0.756667 0.561542 	[MDD(sum)(wv)],[L-R offense/0.5(keener)]
0.756866 0.564913 	[MDD(sum)(wv)],[L-R offense/0.75(PO)]
0.756877 0.564823 	[MDD(sum)(wv)],[L-R defense/2.25(PO)]
0.756892 0.564874 	[MDD(sum)(wv)],[L-R defense/1.25(PO)]
0.756912 0.564845 	[MDD(sum)(wv)],[L-R offense/0.25(PO)]
0.756961 0.564853 	[MDD(sum)(wv)],[L-R defense/1.75(PO)]
0.75698 0.564837 	[MDD(sum)(wv)],[L-R both/2.25(PO)]
0.756986 0.564902 	[MDD(sum)(wv)],[L-R both/0.75(PO)]
0.756989 0.564768 	[MDD(sum)(wv)],[L-R defense/2(PO)]
0.756989 0.564863 	[MDD(sum)(wv)],[L-R defense/1.5(PO)]
0.756995 0.564861 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(PO)]
0.757008 0.564839 	[MDD(sum)(wv)],[L-R offense/0.5(PO)]
0.75702 0.564824 	[MDD(sum)(wv)],[ODM(0.001)(PO)]
0.757045 0.514326 	ODM(0.001)(w/tv)
0.757052 0.564853 	[MDD(sum)(wv)],[L-R both/0.5(PO)]
0.757065 0.551426 	[CGTT(wv)],[L-R defense/1(w/tv)]
0.757066 0.561827 	[MDD(sum)(wv)],[L-R defense/2(keener)]
0.757071 0.564733 	[MDD(sum)(wv)],[L-R both/0.25(PO)]
0.757417 0.550834 	[CGTT(wv)],[L-R defense/0.75(w/tv)]
0.757483 0.565549 	[MDD(sum)(wv)],[L-R both/1.25(rel-margins)]
0.757491 0.550604 	[CDTT(wv)],[L-R defense/0.5(w/tv)]
0.757503 0.538723 	[MDD(sum)(wv)],[Gradual-[Schwartz(wv)](None, ordinal)]
0.75753 0.551641 	[CDTT(wv)],[L-R defense/2.25(w/tv)]
0.757597 0.520268 	[CDTT(wv)],[ODM(0.001)(w/tv)]
0.757603 0.551759 	[Schwartz(wv)],[L-R defense/2.25(w/tv)]
0.757635 0.551146 	[CGTT(wv)],[L-R defense/0.25(w/tv)]
0.757641 0.551854 	[CDTT(wv)],[L-R defense/2(w/tv)]
0.757714 0.550483 	[Schwartz(wv)],[L-R defense/2(w/tv)]
0.757762 0.592803 	[Smith(wv)],[L-R offense/0.5(rel-margins)]
0.757765 0.550671 	[CDTT(wv)],[L-R defense/0.75(w/tv)]
0.757814 0.548258 	[CGTT(wv)],[Dodgson-Quick(w/tv)]
0.757899 0.55041 	[Schwartz(wv)],[L-R defense/0.5(w/tv)]
0.757974 0.551465 	[CDTT(wv)],[L-R defense/0.25(w/tv)]
0.758026 0.551219 	[Schwartz(wv)],[L-R defense/1(w/tv)]
0.7581 0.5505 	[CGTT(wv)],[L-R defense/1.75(w/tv)]
0.758125 0.562123 	[MDD(sum)(wv)],[L-R defense/1.25(keener)]
0.758132 0.550238 	[CDTT(wv)],[L-R defense/1.75(w/tv)]
0.758148 0.565664 	[MDD(sum)(wv)],[HITS(0.001)(PO)]
0.758159 0.551816 	[CGTT(wv)],[L-R defense/2.25(w/tv)]
0.758207 0.552632 	[CGTT(wv)],[L-R defense/2(w/tv)]
0.758231 0.514633 	[Condorcet],[ODM(0.001)(w/tv)]
0.758275 0.549674 	[CGTT(wv)],[L-R defense/0.5(w/tv)]
0.758355 0.547617 	[CDTT(wv)],[Dodgson-Quick(w/tv)]
0.758401 0.549421 	[CGTT(wv)],[L-R defense/1.5(w/tv)]
0.758402 0.550052 	[Schwartz(wv)],[L-R defense/0.75(w/tv)]
0.758453 0.525546 	[Condorcet],[ODM-arctan(0.001)(tourn-wv)]
0.758477 0.551278 	[CDTT(wv)],[L-R defense/1(w/tv)]
0.758567 0.56348 	[MDD(sum)(wv)],[ODM-arctan(0.001)(keener)]
0.758584 0.54819 	[Schwartz(wv)],[Dodgson-Quick(w/tv)]
0.758589 0.5635 	[MDD(sum)(wv)],[L-R offense/0.75(keener)]
0.758646 0.55017 	[Schwartz(wv)],[L-R defense/1.75(w/tv)]
0.758649 0.561039 	[MDD(sum)(wv)],[L-R defense/1.5(keener)]
0.758672 0.550963 	[Schwartz(wv)],[L-R defense/0.25(w/tv)]
0.758707 0.54925 	[CGTT(wv)],[L-R defense/1.25(w/tv)]
0.758769 0.548418 	[CDTT(wv)],[L-R defense/1.25(w/tv)]
0.758814 0.564505 	[MDD(sum)(wv)],[Cardinal-10(norm)]
0.759011 0.548954 	[CDTT(wv)],[L-R defense/1.5(w/tv)]
0.759024 0.563138 	[MDD(sum)(wv)],[L-R both/0.75(keener)]
0.759083 0.563378 	[MDD(sum)(wv)],[L-R both/2.25(keener)]
0.759119 0.563319 	[MDD(sum)(wv)],[L-R both/1(keener)]
0.759123 0.563464 	[MDD(sum)(wv)],[L-R both/0.25(keener)]
0.759139 0.563415 	[MDD(sum)(wv)],[L-R both/1.25(keener)]
0.759149 0.56339 	[MDD(sum)(wv)],[L-R both/0.5(rel-margins)]
0.759151 0.561566 	[CDTT(wv)],[L-R both/0.25(rel-margins)]
0.759152 0.563424 	[MDD(sum)(wv)],[L-R both/0.5(keener)]
0.759166 0.563355 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(keener)]
0.759166 0.563492 	[MDD(sum)(wv)],[Keener(0.001, +1, norm)(keener)]
0.759205 0.553042 	[MDD(sum)(wv)],[L-R defense/0.75(w/tv)]
0.759207 0.563468 	[MDD(sum)(wv)],[L-R defense/0.5(keener)]
0.759254 0.563404 	[MDD(sum)(wv)],[L-R defense/1(keener)]
0.759267 0.560981 	[CGTT(wv)],[L-R both/0.25(rel-margins)]
0.759274 0.563089 	[MDD(sum)(wv)],[L-R both/1.75(keener)]
0.759275 0.563446 	[MDD(sum)(wv)],[L-R offense/1.5(keener)]
0.759292 0.563305 	[MDD(sum)(wv)],[L-R defense/0.75(keener)]
0.759302 0.563102 	[MDD(sum)(wv)],[L-R both/2(keener)]
0.759333 0.563636 	[MDD(sum)(wv)],[ODM(0.001)(keener)]
0.759359 0.563432 	[MDD(sum)(wv)],[L-R both/1.5(keener)]
0.759366 0.563343 	[MDD(sum)(wv)],[L-R offense/1(keener)]
0.759386 0.561271 	L-R both/0.25(rel-margins)
0.759393 0.548557 	[Schwartz(wv)],[L-R defense/1.25(w/tv)]
0.759411 0.561678 	[Schwartz(wv)],[L-R both/0.25(rel-margins)]
0.759439 0.56105 	[Condorcet],[L-R both/0.25(rel-margins)]
0.759477 0.562227 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(keener)]
0.759477 0.563307 	[MDD(sum)(wv)],[L-R offense/1.25(keener)]
0.75948 0.549817 	[Schwartz(wv)],[L-R defense/1.5(w/tv)]
0.75952 0.525852 	[CDTT(wv)],[ODM-arctan(0.001)(tourn-wv)]
0.759548 0.561034 	[Smith(wv)],[L-R both/0.25(rel-margins)]
0.759711 0.515287 	[Smith(wv)],[ODM(0.001)(w/tv)]
0.759723 0.563899 	[MDD(sum)(wv)],[L-R defense/0.25(keener)]
0.759757 0.529307 	[CDTT(wv)],[Sinkhorn(0.001, +1)(tourn-wv)]
0.759765 0.552968 	[MDD(sum)(wv)],[L-R defense/0.5(w/tv)]
0.75977 0.552961 	[MDD(sum)(wv)],[L-R defense/0.25(w/tv)]
0.759816 0.5535 	[MDD(sum)(wv)],[L-R defense/1(w/tv)]
0.759881 0.705581 	[SDom(wv)],[L-R defense/1.5(rel-margins)]
0.759896 0.551054 	[MDD(sum)(wv)],[Dodgson-Quick(w/tv)]
0.759941 0.564244 	[MDD(sum)(wv)],[HITS(0.001)(keener)]
0.759942 0.528951 	Sinkhorn(0.001, +1)(tourn-wv)
0.759958 0.564281 	[MDD(sum)(wv)],[L-R offense/1.75(keener)]
0.760048 0.525969 	ODM-arctan(0.001)(tourn-wv)
0.760081 0.552224 	[MDD(sum)(wv)],[L-R defense/1.75(w/tv)]
0.760125 0.565088 	[MDD(sum)(wv)],[L-R offense/2.25(PO)]
0.76017 0.530091 	[Schwartz(wv)],[Sinkhorn(0.001, +1)(tourn-wv)]
0.760212 0.551969 	[MDD(sum)(wv)],[L-R defense/1.25(w/tv)]
0.760237 0.528999 	[Smith(wv)],[Sinkhorn(0.001, +1)(tourn-wv)]
0.760372 0.551891 	[MDD(sum)(wv)],[L-R defense/2(w/tv)]
0.760427 0.526212 	[Smith(wv)],[ODM-arctan(0.001)(tourn-wv)]
0.76044 0.529227 	[CGTT(wv)],[Sinkhorn(0.001, +1)(tourn-wv)]
0.760444 0.551834 	[MDD(sum)(wv)],[L-R defense/1.5(w/tv)]
0.760485 0.55107 	[Condorcet],[L-R defense/1(w/tv)]
0.760493 0.550257 	[Condorcet],[L-R defense/0.5(w/tv)]
0.760504 0.529273 	[Condorcet],[Sinkhorn(0.001, +1)(tourn-wv)]
0.760631 0.558834 	[MDD(sum)(wv)],[L-R both/0.25(rel-margins)]
0.760724 0.550087 	[Condorcet],[L-R defense/0.75(w/tv)]
0.760729 0.550761 	[Smith(wv)],[L-R defense/0.25(w/tv)]
0.760769 0.551315 	[MDD(sum)(wv)],[L-R defense/2.25(w/tv)]
0.760871 0.548629 	[Smith(wv)],[L-R defense/1.5(w/tv)]
0.760925 0.549325 	[Smith(wv)],[L-R defense/0.75(w/tv)]
0.760968 0.549323 	[Condorcet],[L-R defense/1.25(w/tv)]
0.760987 0.559078 	[MDD(sum)(wv)],[L-R both/0.75(fwv)]
0.761006 0.524405 	[Condorcet],[ODM(0.001)(fwv)]
0.761028 0.550152 	[Smith(wv)],[L-R defense/1.25(w/tv)]
0.76107 0.533225 	[MDD(sum)(wv)],[ODM(0.001)(tourn-wv)]
0.761076 0.559084 	[MDD(sum)(wv)],[L-R both/0.25(fwv)]
0.761104 0.525548 	[CGTT(wv)],[ODM-arctan(0.001)(tourn-wv)]
0.761218 0.549978 	[Smith(wv)],[L-R defense/0.5(w/tv)]
0.761223 0.559425 	[Smith(wv)],[L-R both/1(wv)]
0.761228 0.559528 	L-R both/0.5(w/tv)
0.761256 0.550965 	L-R defense/0.25(w/tv)
0.761259 0.559392 	[Smith(wv)],[L-R both/0.5(w/tv)]
0.761263 0.559508 	[CDTT(wv)],[L-R both/0.25(wv)]
0.761292 0.55945 	[CDTT(wv)],[L-R both/0.75(fwv)]
0.761297 0.56789 	[MDD(sum)(wv)],[L-R both/1.5(rel-margins)]
0.761304 0.524925 	[CGTT(wv)],[ODM(0.001)(fwv)]
0.761307 0.559458 	L-R both/0.25(wv)
0.761308 0.560636 	[CGTT(wv)],[L-R both/1.75(fwv)]
0.76132 0.559444 	[Schwartz(wv)],[L-R both/1(w/tv)]
0.761326 0.560601 	[Smith(wv)],[L-R both/1.5(fwv)]
0.76133 0.560671 	[CGTT(wv)],[L-R both/2(w/tv)]
0.761331 0.560582 	[Smith(wv)],[L-R both/2(w/tv)]
0.761334 0.560635 	[CGTT(wv)],[L-R both/1.5(fwv)]
0.761337 0.560644 	[CGTT(wv)],[L-R both/1(fwv)]
0.761338 0.560586 	[CGTT(wv)],[L-R both/1.75(wv)]
0.761341 0.560698 	[Condorcet],[L-R both/1.5(w/tv)]
0.761342 0.559013 	[MDD(sum)(wv)],[L-R both/0.5(wv)]
0.761342 0.559483 	[CGTT(wv)],[L-R both/0.25(wv)]
0.761342 0.559533 	[Smith(wv)],[L-R both/0.25(fwv)]
0.761343 0.559455 	[Condorcet],[L-R both/0.75(fwv)]
0.761343 0.560642 	[Schwartz(wv)],[L-R both/1.5(fwv)]
0.761344 0.559624 	[Smith(wv)],[L-R both/0.75(wv)]
0.761344 0.560602 	[CDTT(wv)],[L-R both/1.75(w/tv)]
0.761345 0.560631 	[Smith(wv)],[L-R both/2.25(wv)]
0.761347 0.560605 	[Schwartz(wv)],[L-R both/1.25(fwv)]
0.761349 0.560585 	L-R both/1.25(fwv)
0.761349 0.560628 	[Schwartz(wv)],[L-R both/1.75(wv)]
0.76135 0.56065 	[CDTT(wv)],[L-R both/1.25(fwv)]
0.761355 0.56062 	[Smith(wv)],[L-R both/1.5(w/tv)]
0.761355 0.560633 	L-R both/1.25(wv)
0.761355 0.560639 	[CGTT(wv)],[L-R both/2.25(fwv)]
0.761356 0.560582 	[CDTT(wv)],[L-R both/2(w/tv)]
0.761357 0.560631 	[Condorcet],[L-R both/1.25(w/tv)]
0.761361 0.559544 	[Smith(wv)],[L-R both/0.75(w/tv)]
0.761362 0.55945 	[Condorcet],[L-R both/0.25(w/tv)]
0.761362 0.559621 	[Smith(wv)],[L-R both/1(w/tv)]
0.761363 0.559511 	[CGTT(wv)],[L-R both/0.25(fwv)]
0.761364 0.559513 	[CDTT(wv)],[L-R both/0.5(fwv)]
0.761364 0.559539 	[CDTT(wv)],[L-R both/0.25(w/tv)]
0.761364 0.560675 	[Smith(wv)],[L-R both/1(fwv)]
0.761367 0.560616 	[CGTT(wv)],[L-R both/2.25(w/tv)]
0.761367 0.560685 	[CGTT(wv)],[L-R both/1.25(w/tv)]
0.761371 0.56062 	[Schwartz(wv)],[L-R both/1.25(w/tv)]
0.761371 0.560666 	[CDTT(wv)],[L-R both/2.25(w/tv)]
0.761373 0.560596 	[CDTT(wv)],[L-R both/1.25(w/tv)]
0.761376 0.559395 	[CGTT(wv)],[L-R both/0.75(w/tv)]
0.761377 0.559416 	[CDTT(wv)],[L-R both/0.5(w/tv)]
0.761377 0.560533 	[Condorcet],[L-R both/1.25(fwv)]
0.761378 0.560575 	[CGTT(wv)],[L-R both/1.25(fwv)]
0.761383 0.56061 	[Schwartz(wv)],[L-R both/2(wv)]
0.761383 0.56067 	[Schwartz(wv)],[L-R both/2.25(fwv)]
0.761383 0.560686 	[CGTT(wv)],[L-R both/2(wv)]
0.761384 0.560606 	L-R both/1.25(w/tv)
0.761386 0.559506 	[Schwartz(wv)],[L-R both/0.25(wv)]
0.761386 0.559522 	L-R both/0.75(fwv)
0.761386 0.560666 	[Smith(wv)],[L-R both/1.75(wv)]
0.761387 0.560643 	[Schwartz(wv)],[L-R both/2(w/tv)]
0.761389 0.559041 	[MDD(sum)(wv)],[L-R both/1(wv)]
0.76139 0.560673 	[CDTT(wv)],[L-R both/2(fwv)]
0.761391 0.560603 	[CDTT(wv)],[L-R both/1.5(fwv)]
0.761393 0.559036 	[MDD(sum)(wv)],[L-R both/0.25(wv)]
0.761393 0.560636 	[Smith(wv)],[L-R both/2(fwv)]
0.761394 0.560632 	[Smith(wv)],[L-R both/2.25(w/tv)]
0.761397 0.559385 	[Condorcet],[L-R both/0.5(wv)]
0.761397 0.559503 	[CGTT(wv)],[L-R both/0.75(wv)]
0.761398 0.559457 	[Smith(wv)],[L-R both/0.25(w/tv)]
0.761399 0.560647 	[Smith(wv)],[L-R both/2(wv)]
0.7614 0.551717 	L-R defense/1(w/tv)
0.761402 0.525931 	[Schwartz(wv)],[ODM-arctan(0.001)(tourn-wv)]
0.761402 0.560671 	[Condorcet],[L-R both/1.5(wv)]
0.761403 0.560642 	[CDTT(wv)],[L-R both/1.5(wv)]
0.761405 0.560624 	[CGTT(wv)],[L-R both/1.75(w/tv)]
0.761406 0.559399 	L-R both/0.5(fwv)
0.761408 0.560645 	[CGTT(wv)],[L-R both/1.5(w/tv)]
0.761409 0.560587 	[Smith(wv)],[L-R both/1.25(wv)]
0.761409 0.560603 	[Smith(wv)],[L-R both/1.75(fwv)]
0.761409 0.560672 	[Smith(wv)],[L-R both/1.75(w/tv)]
0.76141 0.559497 	[CGTT(wv)],[L-R both/0.5(fwv)]
0.761411 0.5595 	[CDTT(wv)],[L-R both/1(wv)]
0.761412 0.560643 	[Schwartz(wv)],[L-R both/1.75(w/tv)]
0.761413 0.559503 	[Schwartz(wv)],[L-R both/0.75(w/tv)]
0.761415 0.559072 	[MDD(sum)(wv)],[L-R both/0.75(w/tv)]
0.761416 0.560604 	[Smith(wv)],[L-R both/1.25(w/tv)]
0.761417 0.560687 	[CDTT(wv)],[L-R both/1.5(w/tv)]
0.761418 0.560651 	[CDTT(wv)],[L-R both/2.25(wv)]
0.761419 0.560596 	[CDTT(wv)],[L-R both/2.25(fwv)]
0.76142 0.55958 	[CGTT(wv)],[L-R both/0.25(w/tv)]
0.761421 0.560599 	[Smith(wv)],[L-R both/1.5(wv)]
0.761422 0.559408 	[Schwartz(wv)],[L-R both/0.75(wv)]
0.761422 0.559467 	[CGTT(wv)],[L-R both/1(w/tv)]
0.761423 0.560643 	[Schwartz(wv)],[L-R both/1.5(w/tv)]
0.761424 0.550466 	[Condorcet],[L-R defense/0.25(w/tv)]
0.761424 0.560609 	[Condorcet],[L-R both/1.5(fwv)]
0.761425 0.560581 	[Schwartz(wv)],[L-R both/2(fwv)]
0.761425 0.560691 	[CGTT(wv)],[L-R both/1.5(wv)]
0.761426 0.560621 	[Schwartz(wv)],[L-R both/2.25(w/tv)]
0.761427 0.559409 	L-R both/0.25(w/tv)
0.76143 0.559125 	[MDD(sum)(wv)],[L-R both/0.25(w/tv)]
0.761431 0.55955 	[Schwartz(wv)],[L-R both/0.5(w/tv)]
0.761436 0.560607 	[Smith(wv)],[L-R both/2.25(fwv)]
0.761436 0.56065 	[Schwartz(wv)],[L-R both/1.5(wv)]
0.761439 0.560572 	[Condorcet],[L-R both/1.25(wv)]
0.761439 0.560665 	[CDTT(wv)],[L-R both/1.75(fwv)]
0.761442 0.559515 	L-R both/1(wv)
0.761442 0.560649 	[CDTT(wv)],[L-R both/1.25(wv)]
0.761444 0.559464 	[CDTT(wv)],[L-R both/0.75(w/tv)]
0.761447 0.559503 	[Schwartz(wv)],[L-R both/0.25(w/tv)]
0.761449 0.56059 	[Smith(wv)],[L-R both/1.25(fwv)]
0.761449 0.560643 	[Schwartz(wv)],[L-R both/1(fwv)]
0.76145 0.520646 	[Smith(wv)],[ODM(0.001)(wv)]
0.76145 0.560638 	[CDTT(wv)],[L-R both/2(wv)]
0.761452 0.559476 	L-R both/0.5(wv)
0.761452 0.560611 	[CDTT(wv)],[L-R both/1(fwv)]
0.761454 0.559385 	L-R both/1(w/tv)
0.761454 0.560613 	[Condorcet],[L-R both/1(fwv)]
0.761455 0.559443 	[CDTT(wv)],[L-R both/0.25(fwv)]
0.761455 0.560616 	[CGTT(wv)],[L-R both/2(fwv)]
0.761455 0.560633 	L-R both/1(fwv)
0.761457 0.559478 	L-R both/0.25(fwv)
0.761461 0.559385 	[CGTT(wv)],[L-R both/1(wv)]
0.761461 0.560649 	[Schwartz(wv)],[L-R both/1.25(wv)]
0.761462 0.559482 	[Smith(wv)],[L-R both/0.5(wv)]
0.761462 0.560619 	[CGTT(wv)],[L-R both/2.25(wv)]
0.761464 0.560596 	[CDTT(wv)],[L-R both/1.75(wv)]
0.76147 0.560635 	[Schwartz(wv)],[L-R both/2.25(wv)]
0.761475 0.559476 	[Schwartz(wv)],[L-R both/1(wv)]
0.761475 0.559543 	[Condorcet],[L-R both/0.75(w/tv)]
0.761475 0.560651 	[Schwartz(wv)],[L-R both/1.75(fwv)]
0.761476 0.559478 	[Smith(wv)],[L-R both/0.75(fwv)]
0.761476 0.55948 	[Condorcet],[L-R both/0.5(w/tv)]
0.761477 0.559591 	[CGTT(wv)],[L-R both/0.5(w/tv)]
0.76148 0.559584 	[Condorcet],[L-R both/0.5(fwv)]
0.761485 0.550345 	L-R defense/0.5(w/tv)
0.761485 0.560694 	[CGTT(wv)],[L-R both/1.25(wv)]
0.761488 0.559501 	L-R both/0.75(wv)
0.76149 0.559541 	[Schwartz(wv)],[L-R both/0.75(fwv)]
0.761491 0.559543 	[Smith(wv)],[L-R both/0.5(fwv)]
0.761493 0.550602 	L-R defense/0.75(w/tv)
0.761494 0.559585 	[Condorcet],[L-R both/1(wv)]
0.761496 0.55951 	[CDTT(wv)],[L-R both/0.5(wv)]
0.761501 0.559515 	[Schwartz(wv)],[L-R both/0.25(fwv)]
0.761515 0.559443 	[Schwartz(wv)],[L-R both/0.5(fwv)]
0.761527 0.559401 	[Condorcet],[L-R both/0.25(fwv)]
0.761529 0.55951 	[Schwartz(wv)],[L-R both/0.5(wv)]
0.761531 0.559509 	[Condorcet],[L-R both/0.25(wv)]
0.761534 0.559548 	[Condorcet],[L-R both/0.75(wv)]
0.761536 0.559511 	[Condorcet],[L-R both/1(w/tv)]
0.761538 0.559456 	[CGTT(wv)],[L-R both/0.75(fwv)]
0.761545 0.551134 	[Smith(wv)],[L-R defense/2.25(w/tv)]
0.761553 0.55955 	[CDTT(wv)],[L-R both/1(w/tv)]
0.761554 0.559564 	[CDTT(wv)],[L-R both/0.75(wv)]
0.761558 0.559551 	[Smith(wv)],[L-R both/0.25(wv)]
0.761573 0.559593 	L-R both/0.75(w/tv)
0.761583 0.559109 	[MDD(sum)(wv)],[L-R both/0.5(w/tv)]
0.761593 0.56477 	[MDD(sum)(wv)],[L-R offense/2(keener)]
0.76163 0.55888 	[MDD(sum)(wv)],[L-R both/1(w/tv)]
0.76163 0.559827 	[MDD(sum)(wv)],[L-R both/1.25(w/tv)]
0.761639 0.559483 	[CGTT(wv)],[L-R both/0.5(wv)]
0.761642 0.559969 	[MDD(sum)(wv)],[L-R both/2.25(w/tv)]
0.761705 0.551663 	[Smith(wv)],[L-R defense/2(w/tv)]
0.761706 0.520695 	[Condorcet],[ODM(0.001)(wv)]
0.761708 0.551184 	[Smith(wv)],[L-R defense/1(w/tv)]
0.761715 0.560125 	[MDD(sum)(wv)],[L-R both/1.75(fwv)]
0.761718 0.560213 	[MDD(sum)(wv)],[L-R both/1.5(wv)]
0.761721 0.524104 	ODM(0.001)(fwv)
0.761746 0.561262 	L-R both/1.5(fwv)
0.761758 0.559182 	[MDD(sum)(wv)],[L-R both/0.5(fwv)]
0.76176 0.559825 	[MDD(sum)(wv)],[L-R both/1.25(wv)]
0.761769 0.559697 	[MDD(sum)(wv)],[L-R both/2.25(wv)]
0.76177 0.560094 	[MDD(sum)(wv)],[L-R both/2(wv)]
0.761781 0.549297 	L-R defense/1.25(w/tv)
