0 0.872558 	Dodgson-Quick(keener)
0.660939 0.376818 	[MDD(sum)(wv)],[Gradual-[2. order Copeland/2/1](None, cardinal)]
0.660939 0.376992 	Gradual-[Schwartz(wv)](None, cardinal)
0.660948 0.377058 	[Schwartz(wv)],[Gradual-[Schwartz(wv)](None, cardinal)]
0.660974 0.376832 	Gradual-[Schwartz(wv)](None, ordinal)
0.661004 0.377184 	[Landau(wv)],[Gradual-[2. order Copeland/2/1](None, cardinal)]
0.661372 0.279395 	[SDom(wv)],[L-R offense/1.5(wv)]
0.66152 0.279839 	[SDom(wv)],[L-R offense/1(fwv)]
0.66174 0.279933 	[SDom(wv)],[L-R offense/1.25(fwv)]
0.661769 0.279671 	[SDom(wv)],[L-R offense/1.25(wv)]
0.66179 0.225206 	[SDom(wv)],[L-R both/0.25(PO)]
0.661814 0.27946 	[SDom(wv)],[L-R offense/2.25(wv)]
0.661837 0.280152 	[SDom(wv)],[L-R offense/0.5(fwv)]
0.66189 0.279915 	[SDom(wv)],[L-R offense/2(wv)]
0.661945 0.224968 	[SDom(wv)],[L-R both/2.25(PO)]
0.661995 0.279751 	[SDom(wv)],[L-R offense/0.75(wv)]
0.662108 0.279723 	[SDom(wv)],[L-R offense/1.75(wv)]
0.662141 0.279549 	[SDom(wv)],[L-R offense/1(wv)]
0.662156 0.224962 	[SDom(wv)],[Sinkhorn(0.001, +1)(PO)]
0.662169 0.279548 	[SDom(wv)],[L-R offense/1.5(fwv)]
0.662184 0.280511 	[SDom(wv)],[L-R offense/2(fwv)]
0.66225 0.278944 	[SDom(wv)],[L-R offense/0.5(wv)]
0.662284 0.280013 	[SDom(wv)],[L-R offense/0.25(fwv)]
0.662304 0.225079 	[SDom(wv)],[L-R both/0.5(PO)]
0.662307 0.225171 	[SDom(wv)],[ODM(0.001)(PO)]
0.66242 0.279401 	[SDom(wv)],[L-R offense/0.75(fwv)]
0.662469 0.279636 	[SDom(wv)],[L-R offense/0.25(rel-margins)]
0.662504 0.279877 	[SDom(wv)],[L-R offense/2.25(fwv)]
0.662672 0.224866 	[SDom(wv)],[L-R both/0.75(PO)]
0.662693 0.278797 	[SDom(wv)],[L-R offense/0.25(wv)]
0.662866 0.27933 	[SDom(wv)],[L-R offense/1.75(fwv)]
0.663231 0.245696 	[SDom(wv)],[L-R both/1.5(PO)]
0.663334 0.244974 	[SDom(wv)],[ODM-arctan(0.001)(PO)]
0.663377 0.245439 	[SDom(wv)],[L-R both/1.25(PO)]
0.663491 0.354837 	[MDD(sum)(wv)],[VMedianOS-10(norm, tiebreak)]
0.663652 0.244929 	[SDom(wv)],[L-R both/1.75(PO)]
0.663822 0.354887 	[MDD(sum)(wv)],[VMedianOS-10(tiebreak)]
0.663939 0.245084 	[SDom(wv)],[Sinkhorn(0.001, +1)(rel-margins)]
0.663992 0.21272 	[SDom(wv)],[L-R both/1.25(rel-margins)]
0.664115 0.28962 	[SDom(wv)],[HITS(0.001)(fwv)]
0.664436 0.289618 	[SDom(wv)],[HITS(0.001)(wv)]
0.664528 0.412821 	[Schwartz(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.664588 0.412666 	[MDD(sum)(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.664624 0.412738 	[Landau(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.664624 0.412839 	[Smith(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.66473 0.289096 	[SDom(wv)],[Gradual-[Copeland](None, cardinal)]
0.664812 0.289466 	[SDom(wv)],[Gradual-[Copeland](None, ordinal)]
0.664875 0.412873 	[CDTT(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.664896 0.413121 	[CDTT(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.664924 0.412722 	[CGTT(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.664944 0.412863 	[Smith(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.665038 0.412742 	[Landau(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.665102 0.412752 	[CGTT(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.665179 0.413129 	[Schwartz(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.6652 0.412666 	[MDD(sum)(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.665348 0.36033 	[Schwartz(wv)],[VMedianOS-10(norm, tiebreak)]
0.665406 0.360552 	[CDTT(wv)],[VMedianOS-10(tiebreak)]
0.665508 0.360344 	[CDTT(wv)],[VMedianOS-10(norm, tiebreak)]
0.665552 0.360776 	[CGTT(wv)],[VMedianOS-10(tiebreak)]
0.665663 0.360471 	[CGTT(wv)],[VMedianOS-10(norm, tiebreak)]
0.665737 0.360948 	[Schwartz(wv)],[VMedianOS-10(tiebreak)]
0.665803 0.365302 	Keener(0.001, +1, raw)(keener)
0.665819 0.365266 	[Smith(wv)],[L-R offense/0.5(keener)]
0.665825 0.365317 	[Landau(wv)],[L-R defense/2(keener)]
0.665829 0.365316 	[Condorcet],[L-R defense/1.75(keener)]
0.66583 0.365268 	[Smith(wv)],[L-R offense/0.75(keener)]
0.665837 0.365317 	[Smith(wv)],[L-R defense/2(keener)]
0.665838 0.365326 	[Landau(wv)],[L-R offense/0.75(keener)]
0.665846 0.365308 	[Smith(wv)],[Keener(0.001, +1, raw)(keener)]
0.665848 0.365321 	[Landau(wv)],[L-R defense/2.25(keener)]
0.66585 0.365314 	[Condorcet],[L-R defense/1.5(keener)]
0.66585 0.365331 	L-R offense/0.75(keener)
0.665854 0.365311 	[Landau(wv)],[L-R defense/1.5(keener)]
0.665861 0.365378 	[Landau(wv)],[L-R offense/0.5(keener)]
0.665864 0.365276 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(keener)]
0.665864 0.3653 	[Condorcet],[L-R offense/0.75(keener)]
0.665866 0.365304 	[MDD(sum)(wv)],[L-R offense/0.75(keener)]
0.665866 0.36537 	L-R offense/0.5(keener)
0.665871 0.36535 	[MDD(sum)(wv)],[L-R defense/1.75(keener)]
0.665873 0.365293 	[Landau(wv)],[L-R offense/0.25(keener)]
0.665875 0.365331 	[Condorcet],[L-R defense/2.25(keener)]
0.665876 0.365266 	[MDD(sum)(wv)],[L-R offense/0.5(keener)]
0.665876 0.365303 	[Smith(wv)],[L-R defense/1.5(keener)]
0.665878 0.365309 	[MDD(sum)(wv)],[L-R defense/2(keener)]
0.665878 0.365313 	[Landau(wv)],[Keener(0.001, +1, raw)(keener)]
0.665881 0.365265 	[Smith(wv)],[L-R defense/1.75(keener)]
0.665881 0.365325 	L-R defense/2.25(keener)
0.665882 0.365339 	[Smith(wv)],[L-R defense/2.25(keener)]
0.665883 0.365301 	L-R defense/1.5(keener)
0.665883 0.365338 	L-R defense/1.75(keener)
0.665887 0.365274 	[Condorcet],[Keener(0.001, +1, raw)(keener)]
0.665888 0.365294 	L-R defense/2(keener)
0.665894 0.36532 	[MDD(sum)(wv)],[L-R offense/0.25(keener)]
0.665903 0.365274 	[Condorcet],[L-R offense/0.25(keener)]
0.665908 0.365297 	L-R offense/0.25(keener)
0.665911 0.365283 	[Condorcet],[L-R offense/0.5(keener)]
0.665911 0.365327 	[MDD(sum)(wv)],[L-R defense/2.25(keener)]
0.665913 0.365255 	[Landau(wv)],[L-R defense/1.75(keener)]
0.665915 0.365297 	[Condorcet],[L-R defense/2(keener)]
0.665942 0.365308 	[Smith(wv)],[L-R offense/0.25(keener)]
0.665958 0.365334 	[MDD(sum)(wv)],[L-R defense/1.5(keener)]
0.667453 0.194993 	[SDom(wv)],[L-R both/1.5(rel-margins)]
0.669402 0.371066 	L-R both/0.75(keener)
0.669402 0.371066 	[Smith(wv)],[L-R defense/1.25(keener)]
0.669402 0.371067 	[CDTT(wv)],[L-R offense/0.5(keener)]
0.669402 0.371067 	[Condorcet],[L-R both/0.25(rel-margins)]
0.669402 0.371067 	L-R defense/1.25(keener)
0.669402 0.371067 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(keener)]
0.669402 0.371067 	[Schwartz(wv)],[L-R both/1.5(keener)]
0.669402 0.371067 	[Smith(wv)],[L-R both/1.75(keener)]
0.669402 0.371067 	[Smith(wv)],[Sinkhorn(0.001, +1)(keener)]
0.669402 0.371068 	[CGTT(wv)],[Keener(0.001, +1, norm)(keener)]
0.669403 0.371065 	[CDTT(wv)],[Keener(0.001, +1, norm)(keener)]
0.669403 0.371065 	[CDTT(wv)],[L-R defense/1.75(keener)]
0.669403 0.371065 	[CGTT(wv)],[L-R both/0.75(keener)]
0.669403 0.371065 	[MDD(sum)(wv)],[L-R both/1.5(keener)]
0.669403 0.371066 	[CDTT(wv)],[L-R both/0.75(keener)]
0.669403 0.371066 	[CGTT(wv)],[L-R both/1.25(keener)]
0.669403 0.371066 	[Condorcet],[L-R both/1.25(keener)]
0.669403 0.371066 	[Landau(wv)],[L-R both/1.75(keener)]
0.669403 0.371066 	[Landau(wv)],[Sinkhorn(0.001, +1)(keener)]
0.669403 0.371066 	[MDD(sum)(wv)],[L-R both/1(keener)]
0.669403 0.371066 	[MDD(sum)(wv)],[L-R defense/1(keener)]
0.669403 0.371066 	[Schwartz(wv)],[L-R offense/1(keener)]
0.669403 0.371067 	[Schwartz(wv)],[ODM-arctan(0.001)(keener)]
0.669403 0.371067 	[Smith(wv)],[L-R both/0.75(keener)]
0.669403 0.371068 	[CDTT(wv)],[L-R both/2.25(keener)]
0.669403 0.371068 	[Landau(wv)],[L-R both/2.25(keener)]
0.669404 0.371063 	[Condorcet],[L-R both/1.5(keener)]
0.669404 0.371064 	[CDTT(wv)],[L-R defense/1(keener)]
0.669404 0.371064 	L-R both/2(keener)
0.669404 0.371065 	[CGTT(wv)],[L-R both/1.5(keener)]
0.669404 0.371065 	[CGTT(wv)],[L-R defense/1.5(keener)]
0.669404 0.371065 	[Condorcet],[L-R offense/1(keener)]
0.669404 0.371065 	[Landau(wv)],[L-R both/0.5(rel-margins)]
0.669404 0.371065 	[Landau(wv)],[ODM-arctan(0.001)(keener)]
0.669404 0.371065 	L-R both/1.25(keener)
0.669404 0.371065 	[MDD(sum)(wv)],[L-R both/2.25(keener)]
0.669404 0.371065 	[Smith(wv)],[L-R both/2(keener)]
0.669404 0.371066 	[CDTT(wv)],[Keener(0.001, +1, raw)(keener)]
0.669404 0.371066 	[CGTT(wv)],[ODM-arctan(0.001)(keener)]
0.669404 0.371066 	L-R both/0.5(keener)
0.669404 0.371067 	[Landau(wv)],[L-R defense/1(keener)]
0.669404 0.371067 	[MDD(sum)(wv)],[L-R offense/1(keener)]
0.669404 0.371067 	[Schwartz(wv)],[L-R both/0.5(keener)]
0.669404 0.371067 	[Schwartz(wv)],[L-R both/2(keener)]
0.669404 0.371067 	[Smith(wv)],[L-R both/1.25(keener)]
0.669404 0.371068 	[CDTT(wv)],[L-R both/1.5(keener)]
0.669404 0.371068 	[CGTT(wv)],[L-R both/1(keener)]
0.669404 0.371068 	[CGTT(wv)],[L-R defense/2(keener)]
0.669404 0.371068 	L-R defense/1(keener)
0.669404 0.371068 	[MDD(sum)(wv)],[L-R both/0.25(rel-margins)]
0.669404 0.371068 	[Schwartz(wv)],[L-R defense/2(keener)]
0.669405 0.371064 	[Smith(wv)],[Keener(0.001, +1, norm)(keener)]
0.669405 0.371065 	[CGTT(wv)],[L-R both/0.5(rel-margins)]
0.669405 0.371065 	[CGTT(wv)],[L-R offense/0.75(keener)]
0.669405 0.371065 	[Condorcet],[Sinkhorn(0.001, +1)(keener)]
0.669405 0.371065 	L-R both/0.5(rel-margins)
0.669405 0.371065 	[MDD(sum)(wv)],[L-R both/1.75(keener)]
0.669405 0.371066 	[CDTT(wv)],[L-R defense/2.25(keener)]
0.669405 0.371066 	[CGTT(wv)],[L-R both/0.5(keener)]
0.669405 0.371066 	[CGTT(wv)],[L-R offense/0.5(keener)]
0.669405 0.371066 	[Condorcet],[L-R both/1(keener)]
0.669405 0.371066 	[MDD(sum)(wv)],[L-R both/0.5(keener)]
0.669405 0.371066 	[MDD(sum)(wv)],[L-R both/1.25(keener)]
0.669405 0.371066 	[Schwartz(wv)],[L-R both/1.25(keener)]
0.669405 0.371066 	[Smith(wv)],[L-R both/0.5(rel-margins)]
0.669405 0.371067 	[CDTT(wv)],[Sinkhorn(0.001, +1)(keener)]
0.669405 0.371067 	[CGTT(wv)],[Sinkhorn(0.001, +1)(keener)]
0.669405 0.371067 	[Condorcet],[L-R both/0.5(rel-margins)]
0.669405 0.371067 	[Condorcet],[L-R both/2.25(keener)]
0.669405 0.371067 	[Landau(wv)],[L-R defense/1.25(keener)]
0.669405 0.371067 	L-R both/1.5(keener)
0.669405 0.371067 	L-R both/2.25(keener)
0.669405 0.371067 	[MDD(sum)(wv)],[Keener(0.001, +1, norm)(keener)]
0.669405 0.371067 	ODM-arctan(0.001)(keener)
0.669405 0.371067 	[Schwartz(wv)],[L-R both/2.25(keener)]
0.669405 0.371067 	[Schwartz(wv)],[L-R defense/1.5(keener)]
0.669406 0.371064 	[Condorcet],[L-R defense/1(keener)]
0.669406 0.371064 	[Condorcet],[ODM-arctan(0.001)(keener)]
0.669406 0.371065 	[CDTT(wv)],[L-R defense/2(keener)]
0.669406 0.371065 	Keener(0.001, +1, norm)(keener)
0.669406 0.371065 	[Landau(wv)],[L-R both/0.25(rel-margins)]
0.669406 0.371065 	[Smith(wv)],[L-R both/0.5(keener)]
0.669406 0.371065 	[Smith(wv)],[L-R both/2.25(keener)]
0.669406 0.371066 	[CGTT(wv)],[L-R both/2(keener)]
0.669406 0.371066 	[CGTT(wv)],[L-R offense/0.25(keener)]
0.669406 0.371066 	[CGTT(wv)],[L-R offense/1(keener)]
0.669406 0.371066 	[Landau(wv)],[L-R both/1.5(keener)]
0.669406 0.371066 	L-R both/1(keener)
0.669406 0.371066 	[MDD(sum)(wv)],[L-R both/0.5(rel-margins)]
0.669406 0.371066 	[Schwartz(wv)],[L-R defense/1.75(keener)]
0.669406 0.371066 	Sinkhorn(0.001, +1)(keener)
0.669406 0.371067 	[CDTT(wv)],[L-R both/0.5(rel-margins)]
0.669406 0.371067 	[CDTT(wv)],[L-R both/2(keener)]
0.669406 0.371067 	[Condorcet],[L-R both/0.5(keener)]
0.669406 0.371067 	[MDD(sum)(wv)],[L-R both/0.75(keener)]
0.669406 0.371067 	[Schwartz(wv)],[Keener(0.001, +1, norm)(keener)]
0.669406 0.371067 	[Schwartz(wv)],[L-R offense/0.5(keener)]
0.669407 0.371064 	[Condorcet],[L-R both/0.75(keener)]
0.669407 0.371064 	[Condorcet],[L-R both/2(keener)]
0.669407 0.371064 	[Landau(wv)],[L-R offense/1(keener)]
0.669407 0.371065 	[CDTT(wv)],[L-R both/0.25(rel-margins)]
0.669407 0.371065 	[Landau(wv)],[Keener(0.001, +1, norm)(keener)]
0.669407 0.371065 	[Schwartz(wv)],[L-R both/0.75(keener)]
0.669407 0.371065 	[Schwartz(wv)],[L-R defense/1.25(keener)]
0.669407 0.371065 	[Smith(wv)],[ODM-arctan(0.001)(keener)]
0.669407 0.371066 	[CGTT(wv)],[L-R defense/1(keener)]
0.669407 0.371066 	[CGTT(wv)],[L-R defense/2.25(keener)]
0.669407 0.371066 	[Condorcet],[Keener(0.001, +1, norm)(keener)]
0.669407 0.371066 	[Condorcet],[L-R both/1.75(keener)]
0.669407 0.371066 	[MDD(sum)(wv)],[ODM-arctan(0.001)(keener)]
0.669407 0.371066 	[Schwartz(wv)],[L-R both/1(keener)]
0.669407 0.371066 	[Smith(wv)],[L-R offense/1(keener)]
0.669407 0.371068 	[CDTT(wv)],[L-R defense/1.5(keener)]
0.669407 0.371069 	[CDTT(wv)],[L-R offense/0.25(keener)]
0.669408 0.371064 	[Schwartz(wv)],[Sinkhorn(0.001, +1)(keener)]
0.669408 0.371065 	[CDTT(wv)],[L-R defense/1.25(keener)]
0.669408 0.371065 	[CGTT(wv)],[L-R defense/1.25(keener)]
0.669408 0.371065 	[Landau(wv)],[L-R both/1(keener)]
0.669408 0.371065 	[Landau(wv)],[L-R both/2(keener)]
0.669408 0.371065 	[Schwartz(wv)],[Keener(0.001, +1, raw)(keener)]
0.669408 0.371066 	[CDTT(wv)],[L-R both/1.25(keener)]
0.669408 0.371066 	[CDTT(wv)],[ODM-arctan(0.001)(keener)]
0.669408 0.371066 	[CGTT(wv)],[Keener(0.001, +1, raw)(keener)]
0.669408 0.371066 	[CGTT(wv)],[L-R both/0.25(rel-margins)]
0.669408 0.371066 	[CGTT(wv)],[L-R both/1.75(keener)]
0.669408 0.371066 	[Schwartz(wv)],[L-R both/1.75(keener)]
0.669408 0.371066 	[Smith(wv)],[L-R both/0.25(rel-margins)]
0.669408 0.371066 	[Smith(wv)],[L-R both/1(keener)]
0.669408 0.371067 	[CDTT(wv)],[L-R both/1.75(keener)]
0.669408 0.371067 	[CDTT(wv)],[L-R both/1(keener)]
0.669408 0.371067 	[Landau(wv)],[L-R both/1.25(keener)]
0.669408 0.371067 	[Schwartz(wv)],[L-R both/0.5(rel-margins)]
0.669408 0.371067 	[Schwartz(wv)],[L-R defense/1(keener)]
0.669408 0.371067 	[Schwartz(wv)],[L-R offense/0.25(keener)]
0.669408 0.371067 	[Smith(wv)],[L-R defense/1(keener)]
0.669408 0.371068 	[Landau(wv)],[L-R both/0.75(keener)]
0.669409 0.371064 	L-R both/1.75(keener)
0.669409 0.371064 	L-R offense/1(keener)
0.669409 0.371065 	[Condorcet],[L-R defense/1.25(keener)]
0.669409 0.371065 	[Landau(wv)],[L-R both/0.5(keener)]
0.669409 0.371065 	L-R both/0.25(rel-margins)
0.669409 0.371065 	[MDD(sum)(wv)],[L-R defense/1.25(keener)]
0.669409 0.371066 	[CDTT(wv)],[L-R offense/0.75(keener)]
0.669409 0.371066 	[CGTT(wv)],[L-R defense/1.75(keener)]
0.669409 0.371066 	[MDD(sum)(wv)],[L-R both/2(keener)]
0.669409 0.371066 	[Schwartz(wv)],[L-R defense/2.25(keener)]
0.669409 0.371067 	[CDTT(wv)],[L-R offense/1(keener)]
0.669409 0.371067 	[CGTT(wv)],[L-R both/2.25(keener)]
0.669409 0.371067 	[Schwartz(wv)],[L-R both/0.25(rel-margins)]
0.669409 0.371067 	[Schwartz(wv)],[L-R offense/0.75(keener)]
0.66941 0.371065 	[CDTT(wv)],[L-R both/0.5(keener)]
0.66941 0.371065 	[Smith(wv)],[L-R both/1.5(keener)]
0.669723 0.358091 	[MDD(sum)(wv)],[L-R offense/0.5(PO)]
0.669727 0.358033 	[MDD(sum)(wv)],[L-R both/2(PO)]
0.669729 0.357996 	[MDD(sum)(wv)],[L-R both/2(rel-margins)]
0.669776 0.357906 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(PO)]
0.669793 0.357907 	[MDD(sum)(wv)],[L-R both/1.75(rel-margins)]
0.669815 0.357871 	[MDD(sum)(wv)],[L-R both/1(PO)]
0.669827 0.357923 	[MDD(sum)(wv)],[ODM(0.001)(PO)]
0.669855 0.357898 	[MDD(sum)(wv)],[L-R both/0.75(PO)]
0.669866 0.357955 	[MDD(sum)(wv)],[Cardinal-10(norm)]
0.66989 0.358073 	[MDD(sum)(wv)],[VoteForAgainst]
0.669896 0.358121 	[MDD(sum)(wv)],[Cardinal-10]
0.669927 0.357976 	[MDD(sum)(wv)],[L-R both/1(rel-margins)]
0.669936 0.357737 	[MDD(sum)(wv)],[L-R defense/2(PO)]
0.669946 0.358129 	[MDD(sum)(wv)],[L-R offense/0.75(PO)]
0.66995 0.357913 	[MDD(sum)(wv)],[L-R both/2.25(rel-margins)]
0.669955 0.357963 	[MDD(sum)(wv)],[L-R both/2.25(PO)]
0.66997 0.358097 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(PO)]
0.669974 0.357884 	[MDD(sum)(wv)],[L-R both/0.25(PO)]
0.669976 0.357834 	[MDD(sum)(wv)],[L-R offense/0.25(PO)]
0.669977 0.357835 	[MDD(sum)(wv)],[L-R defense/1.75(PO)]
0.669982 0.357979 	[MDD(sum)(wv)],[L-R defense/1.5(PO)]
0.669985 0.358003 	[MDD(sum)(wv)],[L-R offense/1(PO)]
0.669999 0.357766 	[MDD(sum)(wv)],[L-R defense/2.25(PO)]
0.670002 0.357992 	[MDD(sum)(wv)],[L-R both/0.5(PO)]
0.670003 0.358158 	[MDD(sum)(wv)],[L-R both/1.25(rel-margins)]
0.67005 0.18857 	[SDom(wv)],[L-R both/1.75(rel-margins)]
0.670058 0.358017 	[MDD(sum)(wv)],[L-R defense/1(PO)]
0.670059 0.358106 	[MDD(sum)(wv)],[L-R both/1.5(rel-margins)]
0.670072 0.333698 	[Condorcet],[L-R defense/2(PO)]
0.670098 0.358035 	[MDD(sum)(wv)],[L-R defense/1.25(PO)]
0.670135 0.35793 	[MDD(sum)(wv)],[NREM-Opt]
0.670147 0.333738 	[Condorcet],[L-R offense/1(PO)]
0.670243 0.357908 	[MDD(sum)(wv)],[Borda]
0.670342 0.333812 	[Condorcet],[L-R offense/0.5(PO)]
0.670351 0.333847 	[Condorcet],[Keener(0.001, +1, raw)(PO)]
0.670397 0.333544 	[Condorcet],[NREM-Opt]
0.670456 0.333468 	[Condorcet],[Cardinal-10]
0.670461 0.333674 	[Condorcet],[L-R defense/1(PO)]
0.670483 0.333828 	[Condorcet],[L-R both/2(PO)]
0.670502 0.333824 	[Condorcet],[L-R defense/1.25(PO)]
0.670514 0.333792 	[Condorcet],[VoteForAgainst]
0.670546 0.333817 	[Condorcet],[L-R both/1(rel-margins)]
0.670559 0.334021 	[Condorcet],[L-R defense/1.75(PO)]
0.67057 0.333703 	[Condorcet],[L-R offense/0.75(PO)]
0.670582 0.333898 	[Condorcet],[L-R offense/0.25(PO)]
0.670593 0.333784 	[Condorcet],[Cardinal-10(norm)]
0.670605 0.333468 	[Condorcet],[L-R defense/2.25(PO)]
0.670607 0.333664 	[Condorcet],[Borda]
0.670613 0.333657 	[Condorcet],[L-R both/1(PO)]
0.670615 0.333593 	[Condorcet],[L-R defense/1.5(PO)]
0.671986 0.234938 	[SDom(wv)],[L-R offense/2(PO)]
0.672159 0.372833 	[CDTT(wv)],[Dodgson-Quick(PO)]
0.672187 0.234489 	[SDom(wv)],[L-R offense/1.25(PO)]
0.672191 0.234584 	[SDom(wv)],[L-R offense/1.5(PO)]
0.672191 0.372625 	[CGTT(wv)],[Dodgson-Quick(PO)]
0.672196 0.234548 	[SDom(wv)],[L-R defense/0.25(PO)]
0.672217 0.234545 	[SDom(wv)],[L-R offense/1.75(PO)]
0.672228 0.37283 	[Schwartz(wv)],[Dodgson-Quick(PO)]
0.672295 0.234603 	[SDom(wv)],[L-R defense/0.75(PO)]
0.672329 0.23439 	[SDom(wv)],[HITS(0.001)(PO)]
0.672331 0.234397 	[SDom(wv)],[L-R defense/0.5(PO)]
0.672395 0.23448 	[SDom(wv)],[L-R offense/2.25(PO)]
0.672405 0.234073 	[SDom(wv)],[Keener(0.001, +1, norm)(PO)]
0.67298 0.35794 	[MDD(sum)(wv)],[ODM-arctan(0.001)(fwv)]
0.673045 0.357943 	[MDD(sum)(wv)],[ODM-arctan(0.001)(rel-margins)]
0.673258 0.362098 	[MDD(sum)(wv)],[L-R both/1.75(PO)]
0.673271 0.362104 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(rel-margins)]
0.673274 0.362083 	[MDD(sum)(wv)],[L-R offense/1.5(PO)]
0.67328 0.362065 	[MDD(sum)(wv)],[L-R offense/2(PO)]
0.67328 0.36208 	[MDD(sum)(wv)],[L-R offense/1.25(PO)]
0.673281 0.36206 	[MDD(sum)(wv)],[ODM-arctan(0.001)(PO)]
0.673283 0.362073 	[MDD(sum)(wv)],[L-R defense/0.5(PO)]
0.673285 0.36211 	[MDD(sum)(wv)],[L-R offense/1.75(PO)]
0.673285 0.362127 	[MDD(sum)(wv)],[L-R defense/0.75(PO)]
0.673295 0.362039 	[MDD(sum)(wv)],[Keener(0.001, +1, norm)(PO)]
0.673296 0.362111 	[MDD(sum)(wv)],[Keener(0.001, +1, norm)(rel-margins)]
0.673298 0.362059 	[MDD(sum)(wv)],[L-R both/0.75(rel-margins)]
0.673299 0.362067 	[MDD(sum)(wv)],[L-R defense/0.25(PO)]
0.6733 0.362078 	[MDD(sum)(wv)],[HITS(0.001)(PO)]
0.673302 0.362086 	[MDD(sum)(wv)],[L-R both/1.5(PO)]
0.673313 0.362085 	[MDD(sum)(wv)],[L-R offense/2.25(PO)]
0.673314 0.362086 	[MDD(sum)(wv)],[L-R both/1.25(PO)]
0.673317 0.165376 	[SDom(wv)],[L-R both/2.25(rel-margins)]
0.673346 0.165311 	[SDom(wv)],[L-R both/2(rel-margins)]
0.6738 0.337296 	[Condorcet],[Keener(0.001, +1, norm)(rel-margins)]
0.6744 0.35198 	[Landau(wv)],[Borda]
0.674406 0.352027 	[Landau(wv)],[NREM-Opt]
0.67441 0.352061 	[Landau(wv)],[L-R offense/0.25(PO)]
0.67443 0.352013 	[Smith(wv)],[L-R defense/1.25(PO)]
0.674432 0.352062 	[Smith(wv)],[L-R both/1(PO)]
0.674439 0.351959 	[Smith(wv)],[L-R offense/0.5(PO)]
0.67444 0.352038 	[Landau(wv)],[L-R defense/1.25(PO)]
0.674442 0.351941 	[Landau(wv)],[Keener(0.001, +1, raw)(PO)]
0.67445 0.352057 	[Landau(wv)],[L-R both/1(PO)]
0.674461 0.352024 	[Landau(wv)],[VoteForAgainst]
0.674461 0.352192 	[Smith(wv)],[L-R defense/2.25(PO)]
0.674465 0.352137 	[Smith(wv)],[L-R defense/1.5(PO)]
0.674465 0.3521 	[Smith(wv)],[Keener(0.001, +1, raw)(PO)]
0.674466 0.352002 	[Smith(wv)],[Borda]
0.674471 0.351975 	[Smith(wv)],[VoteForAgainst]
0.674472 0.352015 	[Landau(wv)],[L-R both/2(PO)]
0.674476 0.352171 	[Landau(wv)],[L-R both/1(rel-margins)]
0.674477 0.352077 	[Landau(wv)],[L-R defense/2(PO)]
0.67448 0.352035 	[Smith(wv)],[NREM-Opt]
0.67448 0.352059 	[Smith(wv)],[L-R offense/1(PO)]
0.674481 0.351921 	[Landau(wv)],[L-R offense/0.75(PO)]
0.674486 0.352179 	[Landau(wv)],[L-R offense/0.5(PO)]
0.674491 0.352021 	[Smith(wv)],[L-R both/1(rel-margins)]
0.674492 0.352049 	[Landau(wv)],[Cardinal-10]
0.674492 0.352073 	[Smith(wv)],[L-R both/2(PO)]
0.674497 0.351933 	[Smith(wv)],[L-R defense/2(PO)]
0.674506 0.35206 	[Landau(wv)],[L-R defense/1.75(PO)]
0.674509 0.352029 	[Smith(wv)],[L-R offense/0.75(PO)]
0.674535 0.352144 	[Smith(wv)],[L-R defense/1(PO)]
0.67454 0.352022 	[Landau(wv)],[L-R offense/1(PO)]
0.674546 0.352058 	[Landau(wv)],[L-R defense/1.5(PO)]
0.674548 0.351921 	[Landau(wv)],[L-R defense/1(PO)]
0.674572 0.352053 	[Smith(wv)],[L-R offense/0.25(PO)]
0.674574 0.352003 	[Smith(wv)],[L-R defense/1.75(PO)]
0.674575 0.351964 	[Smith(wv)],[Cardinal-10(norm)]
0.674586 0.352085 	[Landau(wv)],[L-R defense/2.25(PO)]
0.674589 0.351905 	[Landau(wv)],[Cardinal-10(norm)]
0.674598 0.352104 	[Smith(wv)],[Cardinal-10]
0.674998 0.322721 	[Condorcet],[L-R both/2.25(rel-margins)]
0.675056 0.367384 	[CDTT(wv)],[L-R both/2.25(PO)]
0.675056 0.367384 	[CDTT(wv)],[L-R defense/0.25(keener)]
0.675056 0.367384 	[CDTT(wv)],[L-R offense/1.5(keener)]
0.675056 0.367384 	[CGTT(wv)],[L-R defense/0.75(PO)]
0.675056 0.367384 	[Schwartz(wv)],[Cardinal-10]
